rainfall_intensity_mmh,accumulated_rain_2h_mm,elevation_m,depression_depth_m,impervious_percent,upstream_node_surcharge_m3s,pipe_capacity_ratio,road_slope_percent,flood_depth_cm
60.3,156.3,896.8,2.2,86.1,0.69,1.0,5.2,7.8
4.1,27.2,896.2,2.2,82.5,0.0,0.7,0.73,2.6
65.6,168.5,900.6,0.0,68.7,0.0,0.85,4.73,5.2
4.8,14.8,898.7,1.3,77.8,0.0,0.5,0.2,1.8
17.7,39.0,892.5,2.2,64.5,0.0,0.5,4.88,4.5
55.9,105.1,896.7,2.2,90.5,0.54,1.0,0.3,11.2
5.7,10.2,895.7,2.2,72.5,0.0,1.0,4.22,0.0
9.1,26.1,890.0,2.2,81.9,0.0,0.85,2.12,1.6
44.8,89.2,894.2,2.2,65.6,0.0,0.85,4.11,5.0
44.6,79.5,896.3,2.2,67.2,0.0,1.0,2.33,4.7
35.9,69.1,896.5,2.2,94.7,0.0,1.0,0.58,2.3
41.4,60.8,891.1,2.2,86.4,0.0,0.85,4.27,4.0
27.4,51.3,901.6,0.0,93.7,0.0,1.0,0.58,2.9
10.2,46.3,896.6,2.2,70.4,0.0,0.5,5.09,3.7
14.8,13.6,897.2,2.2,65.8,0.0,0.7,0.47,3.0
7.0,48.8,898.6,1.4,77.6,0.0,0.7,2.74,2.7
83.7,156.2,893.8,2.2,77.3,1.34,1.0,4.03,15.0
30.6,75.6,898.8,1.2,66.1,0.0,1.0,2.28,1.9
17.9,65.8,895.5,2.2,85.7,0.0,0.85,1.35,5.6
21.7,28.8,893.4,2.2,72.7,0.0,0.3,4.22,5.8
103.0,221.4,899.3,0.7,66.5,1.42,1.0,4.36,15.7
5.8,31.0,903.0,0.0,71.6,0.0,1.0,5.09,0.5
30.9,36.9,899.9,0.1,79.7,0.0,1.0,2.19,2.8
24.7,56.4,900.7,0.0,85.4,0.0,0.7,2.88,4.8
33.1,94.6,894.9,2.2,76.9,0.0,0.85,2.12,5.3
0.6,30.0,890.6,2.2,78.4,0.0,1.0,1.56,0.0
72.0,87.5,903.0,0.0,64.9,1.46,0.85,4.18,16.4
94.1,131.7,905.2,0.0,92.0,0.38,0.7,2.0,15.3
29.1,36.1,903.2,0.0,92.5,0.0,0.85,2.47,5.1
41.8,68.0,895.7,2.2,83.9,0.0,0.7,2.34,6.9
89.5,156.8,892.4,2.2,60.6,1.32,0.7,3.98,19.8
43.0,40.8,892.7,2.2,78.8,0.0,0.7,5.06,6.5
5.8,17.2,890.3,2.2,82.0,0.0,0.85,3.73,1.1
30.1,95.3,896.6,2.2,94.8,0.0,0.5,2.7,9.3
32.7,65.6,903.4,0.0,94.9,0.0,0.5,4.33,5.7
19.3,42.5,896.4,2.2,90.0,0.0,0.85,3.6,3.3
46.7,46.9,898.2,1.8,62.2,0.0,1.0,0.52,4.2
95.3,168.7,902.5,0.0,93.4,0.25,0.7,0.71,15.4
90.9,187.1,895.4,2.2,81.4,0.96,1.0,0.4,17.5
21.0,51.4,905.1,0.0,88.0,0.0,0.5,2.62,5.3
4.2,8.8,905.0,0.0,74.3,0.0,1.0,4.58,0.0
140.0,175.2,896.5,2.2,71.2,0.0,0.5,1.86,23.6
63.9,137.6,894.7,2.2,76.2,0.0,0.85,2.24,9.5
4.7,8.7,899.8,0.2,65.1,0.03,0.7,5.02,0.0
88.8,197.0,895.6,2.2,72.5,0.0,0.85,4.64,10.9
71.4,163.3,892.4,2.2,90.0,0.0,0.3,3.72,20.6
25.6,47.5,902.1,0.0,61.3,0.18,1.0,1.61,2.1
31.3,66.8,901.9,0.0,65.3,0.0,1.0,0.82,3.5
17.8,52.9,897.6,2.2,64.4,0.0,1.0,0.29,0.6
2.0,38.9,891.9,2.2,74.1,0.0,0.5,0.77,0.0
14.3,44.4,892.1,2.2,94.9,0.0,0.85,1.75,2.0
56.8,105.8,897.4,2.2,66.1,0.0,0.7,3.12,7.9
0.2,15.6,895.0,2.2,65.1,0.0,0.7,0.54,0.0
14.2,41.2,895.6,2.2,92.0,0.0,0.5,0.92,5.1
17.8,55.3,901.1,0.0,90.9,0.0,0.7,1.16,3.3
27.0,70.2,899.9,0.1,61.1,0.0,0.85,3.55,2.5
88.3,222.5,902.5,0.0,86.3,1.17,0.7,3.46,22.3
14.9,50.1,893.0,2.2,82.9,0.0,0.7,3.12,3.1
14.9,45.9,895.6,2.2,86.9,0.0,1.0,1.53,0.0
46.8,65.5,900.0,0.0,77.3,0.0,1.0,2.17,2.8
21.1,44.7,898.8,1.2,94.7,0.0,1.0,0.71,3.3
8.9,18.6,903.1,0.0,61.5,0.0,0.85,1.4,0.0
21.1,37.3,898.7,1.3,68.2,0.0,0.85,4.96,1.1
5.3,15.8,904.4,0.0,73.9,0.0,0.85,5.39,0.2
6.8,46.6,899.2,0.8,75.7,0.0,0.3,3.63,3.9
24.1,38.5,901.2,0.0,92.2,0.0,1.0,5.06,2.0
19.0,34.9,895.7,2.2,79.6,0.0,0.7,3.61,1.9
86.2,165.6,897.1,2.2,61.6,0.0,0.85,0.38,12.9
15.8,60.2,900.6,0.0,74.3,0.0,1.0,5.48,1.0
30.4,56.0,903.5,0.0,74.6,0.0,0.85,0.72,3.7
35.0,73.4,899.9,0.1,93.8,0.0,0.3,3.82,10.6
0.5,23.4,896.7,2.2,81.0,0.0,1.0,1.54,0.0
38.1,50.7,902.5,0.0,82.2,0.0,0.85,2.28,5.7
6.9,16.1,889.0,2.2,85.0,0.0,1.0,3.62,0.5
113.6,240.9,891.3,2.2,87.0,2.0,1.0,2.51,24.2
5.6,42.0,899.7,0.3,82.2,0.0,0.85,1.53,3.2
18.7,48.8,897.1,2.2,68.3,0.26,0.7,1.97,5.2
3.1,39.3,899.4,0.6,90.6,0.0,0.7,2.01,0.4
140.0,240.5,897.3,2.2,85.6,0.0,0.85,5.28,17.1
24.4,52.5,899.3,0.7,86.0,0.0,0.5,4.43,4.7
31.7,53.9,893.7,2.2,94.9,0.0,1.0,2.63,3.1
2.4,16.7,899.3,0.7,88.1,0.0,0.7,1.26,2.8
48.5,107.4,901.0,0.0,89.0,0.0,0.85,4.5,4.7
8.2,43.0,901.9,0.0,93.3,0.0,0.5,1.03,3.7
79.9,182.9,905.1,0.0,65.3,0.0,0.7,1.32,10.7
8.0,32.3,898.0,2.0,77.4,0.0,0.5,2.14,2.5
7.4,29.0,898.1,1.9,80.3,0.0,1.0,4.87,1.4
1.3,17.9,890.9,2.2,71.5,0.0,0.7,0.9,0.0
22.4,46.7,894.9,2.2,89.4,0.0,0.7,0.85,4.3
29.1,52.1,896.2,2.2,86.7,0.0,0.7,2.82,4.2
2.4,10.4,901.2,0.0,85.2,0.0,0.85,1.66,0.7
52.3,48.4,894.6,2.2,94.9,0.0,1.0,3.21,7.1
21.1,42.7,900.2,0.0,69.1,0.0,1.0,2.59,0.4
26.0,49.0,897.0,2.2,85.7,0.0,1.0,2.51,4.5
20.3,56.3,896.3,2.2,79.3,0.0,0.5,0.79,7.1
17.9,32.7,898.0,2.0,71.0,0.0,0.7,0.95,4.4
28.7,88.7,895.4,2.2,65.6,0.0,1.0,4.55,2.4
5.9,13.1,895.3,2.2,91.4,0.0,0.5,4.9,2.6
7.0,23.8,890.2,2.2,80.8,0.0,1.0,1.44,0.0
69.3,85.6,896.0,2.2,88.9,0.34,0.85,0.8,11.7
102.2,108.5,895.1,2.2,79.1,1.49,1.0,0.48,22.8
16.4,51.3,894.9,2.2,67.7,0.0,0.5,3.42,4.8
11.1,16.1,898.7,1.3,71.8,0.0,0.7,3.99,1.3
36.1,69.1,899.6,0.4,73.4,0.0,0.85,2.18,1.3
18.4,60.6,897.9,2.1,94.1,0.0,0.7,3.8,3.7
0.9,22.8,901.0,0.0,60.2,0.0,1.0,3.98,0.0
5.9,30.5,899.3,0.7,94.5,0.0,0.85,5.16,1.6
44.1,85.0,895.8,2.2,94.3,0.0,0.85,0.54,7.5
37.6,89.8,895.1,2.2,94.9,0.73,1.0,1.22,8.3
1.0,26.9,898.3,1.7,76.7,0.0,0.5,0.56,0.0
8.8,15.0,899.3,0.7,93.7,0.0,0.7,4.8,2.4
9.2,10.3,902.6,0.0,73.8,0.0,1.0,4.4,1.7
39.0,53.4,901.8,0.0,60.9,0.0,1.0,3.25,4.3
0.7,23.1,894.8,2.2,67.9,0.0,1.0,0.64,0.0
3.8,41.6,896.6,2.2,93.1,0.0,1.0,1.65,0.0
56.3,118.5,899.7,0.3,60.5,0.0,0.85,1.78,4.6
6.9,43.8,901.3,0.0,79.1,0.0,1.0,3.17,1.5
37.0,87.8,900.8,0.0,62.6,0.0,0.7,1.57,3.3
9.5,24.0,896.7,2.2,70.0,0.0,0.85,0.59,1.5
3.7,16.1,892.0,2.2,63.1,0.0,1.0,4.07,0.0
9.8,24.4,893.0,2.2,90.1,0.0,0.5,1.79,2.7
44.8,53.5,898.1,1.9,80.7,0.0,1.0,2.6,5.0
67.8,125.7,898.4,1.6,91.6,0.0,0.85,0.88,10.4
62.1,137.8,892.6,2.2,84.1,0.8,0.85,4.45,13.9
17.7,33.0,897.2,2.2,94.0,0.0,1.0,3.2,3.8
38.6,101.6,899.5,0.5,77.8,0.0,1.0,4.98,2.7
8.0,49.8,892.4,2.2,82.4,0.0,1.0,2.83,3.6
12.1,43.0,901.4,0.0,80.2,0.0,0.5,5.19,3.8
79.3,91.7,895.5,2.2,76.9,1.56,0.7,4.93,20.3
0.5,10.8,902.0,0.0,89.6,0.0,0.7,3.26,0.0
3.1,38.5,894.9,2.2,82.6,0.0,0.85,5.15,2.6
8.2,31.0,892.9,2.2,88.0,0.0,0.85,1.91,2.5
0.9,10.3,895.2,2.2,87.5,0.0,1.0,2.14,0.0
7.0,18.8,896.6,2.2,66.7,0.0,1.0,0.44,0.9
30.6,72.0,895.4,2.2,82.8,0.0,1.0,3.32,1.6
19.2,43.6,896.1,2.2,67.0,0.0,0.85,4.03,2.7
78.1,177.0,898.3,1.7,80.4,1.61,1.0,4.3,14.5
59.5,131.9,896.3,2.2,83.7,1.26,1.0,0.99,14.1
14.6,46.5,896.7,2.2,94.9,0.0,1.0,2.55,1.8
10.5,29.8,890.2,2.2,61.1,0.0,0.85,1.14,3.9
16.7,46.0,898.6,1.4,63.2,0.0,0.85,3.71,2.3
31.2,63.6,896.6,2.2,62.7,0.0,1.0,1.04,3.1
10.9,25.3,903.4,0.0,73.9,0.0,1.0,4.99,0.7
34.2,81.0,893.2,2.2,88.8,0.0,1.0,1.42,2.5
18.4,33.3,889.8,2.2,89.5,0.0,1.0,1.74,2.1
28.1,38.7,899.5,0.5,85.8,0.0,1.0,4.71,2.4
20.1,39.6,898.4,1.6,91.4,0.0,1.0,2.63,1.0
12.2,44.1,893.0,2.2,71.3,0.0,0.7,0.33,2.0
103.8,91.4,890.9,2.2,63.1,0.0,0.85,2.82,9.2
50.5,68.6,903.1,0.0,62.0,0.0,1.0,0.65,2.9
5.3,22.0,902.7,0.0,89.8,0.0,1.0,5.42,-0.0
71.0,92.5,889.0,2.2,85.6,1.25,1.0,3.32,13.2
23.4,78.5,895.2,2.2,84.5,0.0,1.0,1.56,2.8
78.7,136.2,903.7,0.0,71.9,0.72,0.3,3.19,21.9
56.3,105.7,895.1,2.2,73.3,1.07,0.7,0.61,17.2
19.4,61.7,895.0,2.2,93.5,0.0,1.0,4.44,1.3
0.8,11.5,895.9,2.2,62.2,0.0,0.85,5.1,0.0
11.0,46.5,892.5,2.2,87.1,0.0,1.0,4.83,0.8
27.3,60.1,890.2,2.2,70.8,0.0,1.0,2.01,1.3
35.1,67.8,901.2,0.0,61.4,0.0,0.7,1.93,5.5
10.4,26.8,889.6,2.2,86.0,0.0,1.0,0.39,1.8
5.3,42.1,898.0,2.0,71.6,0.0,0.85,3.65,1.1
63.0,129.5,900.5,0.0,85.3,0.0,0.85,3.03,5.7
140.0,229.0,891.2,2.2,84.8,0.0,0.85,2.63,17.2
26.1,68.1,893.3,2.2,78.7,0.0,0.3,5.01,10.2
6.6,16.4,901.9,0.0,87.2,0.0,0.7,1.09,0.0
11.1,18.1,899.1,0.9,80.3,0.0,0.7,0.25,1.5
0.6,21.2,894.5,2.2,70.0,0.0,0.85,0.59,0.0
86.0,186.4,901.8,0.0,85.7,0.0,1.0,1.38,7.0
4.4,24.0,901.8,0.0,80.6,0.0,0.7,0.38,0.0
30.1,53.2,898.1,1.9,60.4,0.0,0.3,2.87,7.0
11.2,37.2,893.4,2.2,91.6,0.0,0.85,1.86,0.2
28.3,81.1,895.3,2.2,79.1,0.0,0.3,1.16,10.3
36.9,77.2,898.1,1.9,90.4,0.24,1.0,4.18,4.2
62.0,90.8,896.2,2.2,90.9,0.0,1.0,1.28,6.4
8.1,26.4,900.8,0.0,75.6,0.0,1.0,3.84,1.4
0.4,6.5,890.9,2.2,77.8,0.0,0.85,2.05,0.0
5.2,30.4,891.0,2.2,74.6,0.0,0.7,2.91,2.1
80.6,183.8,897.7,2.2,75.7,0.0,1.0,5.15,7.0
72.5,129.2,895.0,2.2,91.3,0.0,0.5,0.4,19.7
31.8,69.2,894.5,2.2,87.6,0.0,0.85,2.85,3.2
32.1,82.6,889.9,2.2,64.4,0.0,0.85,4.73,4.8
38.3,64.2,897.1,2.2,81.4,0.0,0.7,3.32,5.9
6.7,37.4,896.8,2.2,94.9,0.0,1.0,1.67,0.4
86.0,168.0,899.6,0.4,80.8,0.58,0.7,2.31,15.2
19.0,74.0,897.3,2.2,87.5,0.0,1.0,3.81,2.4
16.9,36.1,896.5,2.2,86.9,0.0,1.0,4.92,0.6
25.6,72.1,901.7,0.0,72.3,0.0,0.85,0.42,3.5
1.7,34.9,891.8,2.2,73.0,0.0,0.5,0.58,0.0
6.4,14.8,899.1,0.9,85.3,0.0,0.85,1.92,1.8
46.9,75.1,890.3,2.2,77.5,0.0,0.85,1.43,7.6
3.0,39.3,893.6,2.2,80.0,0.0,0.7,1.6,1.1
32.3,62.0,892.1,2.2,85.0,0.36,1.0,1.37,6.5
9.9,26.8,900.1,0.0,87.2,0.0,0.7,1.24,0.6
17.3,35.8,896.7,2.2,69.5,0.0,0.85,0.89,2.3
11.9,44.7,896.9,2.2,65.1,0.0,1.0,5.15,2.6
15.4,22.1,892.6,2.2,70.2,0.0,0.85,0.96,1.4
44.4,54.8,895.8,2.2,77.8,0.64,1.0,1.28,9.6
12.3,13.9,893.9,2.2,72.0,0.0,1.0,1.51,2.2
29.2,79.1,898.5,1.5,79.9,0.0,1.0,5.14,3.4
22.6,81.8,893.0,2.2,61.9,0.0,1.0,4.21,0.3
38.1,118.2,902.3,0.0,77.8,0.86,0.7,4.39,12.8
96.7,237.0,890.3,2.2,72.9,0.31,0.85,0.76,17.0
46.2,56.9,893.8,2.2,78.7,0.0,0.85,4.63,6.0
8.5,47.2,903.7,0.0,74.8,0.0,1.0,2.36,0.0
1.1,22.6,895.3,2.2,69.9,0.0,0.7,1.59,0.0
10.6,21.9,891.7,2.2,91.6,0.0,1.0,3.25,1.3
31.6,80.7,897.9,2.1,66.5,0.0,0.85,4.56,1.8
1.8,32.7,895.1,2.2,83.8,0.0,1.0,4.33,0.0
24.0,68.4,893.7,2.2,92.4,0.0,0.85,4.92,1.8
31.8,79.4,892.6,2.2,78.9,0.24,1.0,5.12,3.4
14.2,22.6,908.1,0.0,90.7,0.0,0.7,1.46,2.6
51.6,83.8,896.0,2.2,64.4,0.0,0.5,2.45,9.6
3.9,33.7,889.3,2.2,77.3,0.0,0.7,0.28,2.0
2.7,13.2,903.0,0.0,76.0,0.0,1.0,4.86,0.0
45.6,67.4,899.4,0.6,60.3,0.0,1.0,1.02,4.1
23.9,75.3,893.9,2.2,75.5,0.0,0.5,4.77,6.6
40.8,65.4,893.3,2.2,72.9,0.0,0.85,1.95,5.0
20.0,44.0,899.7,0.3,83.4,0.0,0.5,2.15,5.3
9.9,50.4,896.0,2.2,92.8,0.0,0.85,0.41,1.4
59.8,128.7,889.3,2.2,63.0,0.27,0.3,1.93,18.1
56.2,91.7,904.1,0.0,71.5,0.0,0.5,4.91,9.8
41.5,82.8,895.3,2.2,75.5,0.13,0.7,0.34,8.8
11.1,28.7,903.0,0.0,75.9,0.0,1.0,2.35,1.4
31.2,72.4,902.1,0.0,87.1,0.46,0.85,0.37,7.0
15.7,33.3,893.0,2.2,75.5,0.0,0.5,2.17,3.4
3.4,16.5,901.1,0.0,61.0,0.0,0.5,1.11,1.1
87.2,137.8,894.4,2.2,84.9,1.26,1.0,1.54,17.5
5.1,23.3,889.5,2.2,91.0,0.0,0.85,4.85,1.7
105.0,158.8,895.3,2.2,78.0,2.0,0.7,2.51,27.7
20.7,32.8,898.6,1.4,80.3,0.0,0.85,1.65,3.6
7.2,40.6,895.1,2.2,65.7,0.0,0.7,3.32,2.7
27.3,69.0,895.8,2.2,67.7,0.0,0.7,0.95,3.6
72.2,90.7,901.6,0.0,68.2,1.56,0.5,1.57,18.1
46.1,74.2,897.4,2.2,75.1,1.02,1.0,3.1,11.3
57.5,108.7,893.6,2.2,92.5,0.0,1.0,1.46,6.4
37.6,59.7,899.8,0.2,78.3,0.0,1.0,3.8,2.9
41.2,105.7,897.8,2.2,66.7,0.0,0.5,2.8,11.1
66.2,65.5,889.0,2.2,69.3,0.0,0.85,4.29,6.3
10.1,44.0,898.7,1.3,73.4,0.0,1.0,5.23,0.8
23.5,51.4,898.6,1.4,81.8,0.0,1.0,0.81,1.6
8.8,42.7,897.1,2.2,75.4,0.0,0.85,1.97,2.0
140.0,222.4,900.6,0.0,73.7,0.64,0.7,1.89,22.1
100.9,119.1,894.3,2.2,79.8,1.72,0.7,1.0,25.6
1.4,11.2,898.3,1.7,68.5,0.0,0.7,4.49,0.0
42.8,94.3,890.7,2.2,62.8,0.0,1.0,4.23,5.7
90.8,155.3,898.6,1.4,60.9,0.84,0.5,2.77,20.8
7.0,29.6,904.8,0.0,68.8,0.0,1.0,3.05,0.0
29.4,85.1,893.0,2.2,63.2,0.0,0.85,0.52,5.6
86.5,111.2,894.0,2.2,71.8,1.04,1.0,3.14,13.4
1.2,36.8,894.2,2.2,87.1,0.0,1.0,4.39,0.0
41.8,103.9,897.5,2.2,85.1,0.0,1.0,3.24,4.4
12.4,53.5,892.7,2.2,81.4,0.0,0.85,1.61,1.4
90.4,217.1,898.7,1.3,89.8,0.69,0.85,3.74,18.0
124.0,219.2,900.4,0.0,69.9,0.86,1.0,2.12,13.5
101.1,204.7,899.1,0.9,91.0,0.0,1.0,3.09,8.7
22.5,47.8,889.9,2.2,74.0,0.0,0.5,2.78,5.1
69.3,161.3,901.0,0.0,74.0,0.58,1.0,2.22,9.0
65.1,144.5,900.7,0.0,74.2,0.69,1.0,4.01,8.7
13.5,42.5,900.3,0.0,63.4,0.0,0.85,4.88,3.7
61.8,97.3,898.5,1.5,94.1,0.0,0.7,0.23,13.0
1.3,15.7,897.9,2.1,64.8,0.0,1.0,5.15,0.0
31.7,59.9,901.1,0.0,71.9,0.0,0.3,2.91,6.4
9.1,20.3,904.7,0.0,71.2,0.0,0.85,3.91,0.8
4.5,9.9,893.2,2.2,62.6,0.03,0.85,4.73,1.2
2.8,36.2,901.3,0.0,65.3,0.0,1.0,2.68,0.0
41.7,71.7,896.7,2.2,61.6,0.0,0.7,4.63,6.9
14.5,31.2,896.5,2.2,70.2,0.0,1.0,1.14,0.5
45.2,109.2,890.9,2.2,90.3,0.78,0.85,1.04,11.6
2.4,16.0,895.9,2.2,71.9,0.0,1.0,3.68,0.0
13.3,51.2,893.0,2.2,64.3,0.0,0.85,4.81,2.6
27.1,67.4,895.1,2.2,82.6,0.0,0.5,4.93,5.8
54.7,94.2,892.6,2.2,94.9,0.0,0.7,3.61,7.3
13.4,16.4,895.2,2.2,68.1,0.0,1.0,2.99,2.2
34.4,69.4,895.4,2.2,69.8,0.28,0.85,1.96,5.6
76.0,121.4,897.4,2.2,94.0,1.65,0.85,5.39,18.4
33.5,68.9,890.5,2.2,66.3,0.0,1.0,1.89,2.2
9.3,35.9,891.2,2.2,77.9,0.0,0.85,4.14,3.2
0.9,2.7,898.4,1.6,68.4,0.0,1.0,3.02,0.0
71.4,158.8,893.8,2.2,92.6,0.93,0.85,3.43,15.6
0.8,7.0,901.3,0.0,94.4,0.0,0.7,2.29,0.0
72.7,158.2,897.9,2.1,88.5,0.29,1.0,5.31,7.1
26.3,28.8,899.4,0.6,71.0,0.0,1.0,3.23,1.1
97.9,137.8,902.6,0.0,74.1,1.94,1.0,5.17,16.9
56.1,142.2,895.8,2.2,68.5,0.91,0.3,0.24,26.3
140.0,233.9,894.7,2.2,91.2,0.0,0.7,3.24,22.9
15.1,39.9,900.5,0.0,92.0,0.0,1.0,4.0,3.7
51.0,101.6,899.0,1.0,74.7,0.96,0.85,4.15,10.7
18.0,40.9,896.3,2.2,83.0,0.0,1.0,5.0,0.7
22.9,67.4,902.6,0.0,65.8,0.0,0.85,0.22,4.2
34.6,98.0,896.2,2.2,75.2,0.0,0.85,0.2,7.8
72.4,156.2,897.1,2.2,82.1,0.78,0.3,2.7,25.6
140.0,178.6,897.1,2.2,73.5,1.76,1.0,0.36,27.6
51.2,141.9,893.3,2.2,72.5,0.0,0.85,5.37,8.4
18.9,23.2,897.3,2.2,60.0,0.0,0.7,1.38,2.5
19.1,60.1,902.6,0.0,88.2,0.0,0.7,2.71,3.3
46.8,96.9,898.8,1.2,91.1,0.32,0.85,0.52,10.2
9.5,30.3,897.1,2.2,93.9,0.0,0.7,2.97,2.1
4.1,17.9,896.4,2.2,85.2,0.0,1.0,2.21,0.0
15.3,33.2,898.3,1.7,79.2,0.05,0.85,0.44,2.7
11.9,46.6,900.0,0.0,69.4,0.0,0.5,1.98,2.9
12.3,35.9,899.4,0.6,95.0,0.0,0.5,2.27,0.4
9.3,32.8,895.7,2.2,80.6,0.0,0.7,5.45,1.1
1.5,31.0,898.3,1.7,83.8,0.0,0.85,1.3,0.0
0.6,28.6,898.9,1.1,83.9,0.0,0.7,3.09,0.0
140.0,250.0,893.0,2.2,89.6,0.0,1.0,5.43,13.5
19.5,34.2,897.7,2.2,60.3,0.0,1.0,4.4,0.6
17.0,47.7,889.0,2.2,67.7,0.0,0.7,5.46,3.5
39.8,67.0,898.9,1.1,83.3,0.0,1.0,5.33,2.0
8.6,33.5,899.6,0.4,91.3,0.0,0.3,2.79,4.6
104.8,198.0,900.0,0.0,84.0,1.64,0.85,3.89,20.2
54.0,126.4,895.4,2.2,74.5,0.0,0.85,0.79,6.1
3.3,9.7,898.2,1.8,72.7,0.0,0.7,2.54,1.9
18.9,44.4,902.7,0.0,85.8,0.0,0.7,4.49,2.3
74.0,142.7,902.7,0.0,85.9,0.0,0.85,2.88,10.2
101.3,206.5,896.9,2.2,81.2,0.0,1.0,3.92,9.5
22.0,73.9,897.6,2.2,70.2,0.0,0.7,4.15,5.3
33.3,83.0,901.4,0.0,92.4,0.0,1.0,1.54,3.8
6.4,35.5,891.0,2.2,79.3,0.0,1.0,4.84,0.7
140.0,245.7,895.7,2.2,87.7,0.47,0.85,2.64,21.6
9.2,52.2,902.3,0.0,67.5,0.0,1.0,1.31,1.8
100.1,195.2,900.9,0.0,72.0,1.76,0.3,4.79,34.2
36.7,57.7,898.5,1.5,90.6,0.0,0.85,2.41,3.9
32.8,72.8,891.0,2.2,61.8,0.0,0.3,4.18,9.3
25.2,70.2,896.8,2.2,77.9,0.0,1.0,3.1,0.1
9.2,34.1,894.6,2.2,76.9,0.0,0.3,2.22,5.2
6.8,47.8,898.3,1.7,86.3,0.0,1.0,4.49,1.9
8.7,19.4,893.8,2.2,69.9,0.0,1.0,3.3,1.9
7.2,15.8,892.9,2.2,67.7,0.0,1.0,2.27,1.8
52.9,90.0,889.0,2.2,92.4,0.92,0.85,0.78,14.0
15.1,41.1,901.9,0.0,80.0,0.0,1.0,4.95,1.0
2.1,34.9,895.4,2.2,63.7,0.0,0.85,0.39,0.0
121.7,250.0,897.6,2.2,66.8,0.0,1.0,4.77,10.7
75.3,171.7,897.0,2.2,95.0,0.96,1.0,2.11,13.6
92.0,123.1,892.7,2.2,66.8,1.09,0.85,3.59,16.3
140.0,250.0,892.0,2.2,81.4,2.0,1.0,5.09,24.3
6.7,37.9,893.0,2.2,74.7,0.0,0.7,1.0,0.8
17.7,43.0,894.1,2.2,91.0,0.0,0.85,3.2,0.8
49.7,72.3,898.5,1.5,86.4,0.26,0.5,4.25,10.5
41.7,118.8,893.8,2.2,80.9,0.0,0.85,4.22,5.4
5.8,38.6,904.0,0.0,60.4,0.0,0.3,2.99,3.6
59.2,95.5,901.1,0.0,90.8,0.18,0.85,3.51,8.8
8.9,20.1,900.2,0.0,75.6,0.0,0.3,4.21,2.6
8.9,52.1,896.5,2.2,92.6,0.0,1.0,4.66,1.6
26.9,52.2,903.1,0.0,77.3,0.0,0.7,4.24,4.3
31.5,52.4,896.1,2.2,84.3,0.62,0.7,2.08,8.6
30.4,49.0,896.9,2.2,62.4,0.0,1.0,5.48,1.1
3.4,35.7,897.7,2.2,86.1,0.0,0.85,2.5,1.3
73.5,158.5,899.8,0.2,71.8,1.19,0.7,0.33,18.3
10.8,20.1,899.5,0.5,72.3,0.0,0.85,2.12,2.1
4.9,30.9,895.1,2.2,64.2,0.0,1.0,0.88,0.3
76.9,165.3,894.9,2.2,65.1,1.15,0.7,0.84,20.7
109.0,229.1,899.6,0.4,66.5,0.0,1.0,1.69,6.9
69.3,74.4,899.9,0.1,71.5,0.81,0.7,0.48,11.4
58.0,128.7,895.4,2.2,91.2,1.08,1.0,3.85,13.6
37.3,90.5,890.7,2.2,72.9,0.0,1.0,0.59,5.5
28.0,49.2,896.2,2.2,85.4,0.0,1.0,1.28,1.9
3.2,9.1,899.5,0.5,62.9,0.0,0.85,0.69,1.2
18.4,64.9,904.2,0.0,80.7,0.0,0.3,0.53,5.2
16.3,62.5,892.2,2.2,76.9,0.0,1.0,1.62,2.6
10.5,25.3,895.3,2.2,94.2,0.0,1.0,3.23,0.4
45.0,74.7,895.4,2.2,89.6,0.0,0.85,5.31,5.9
24.0,54.0,902.4,0.0,75.9,0.0,0.7,4.84,1.7
3.0,44.5,896.9,2.2,87.1,0.0,0.85,4.84,0.0
8.7,32.4,893.4,2.2,66.8,0.0,1.0,1.13,1.3
40.2,67.2,899.2,0.8,79.7,0.0,0.85,1.6,3.9
2.8,8.5,895.4,2.2,62.6,0.0,1.0,0.6,0.0
66.7,99.9,892.1,2.2,72.2,0.0,0.85,4.33,8.6
23.9,79.9,893.4,2.2,67.9,0.0,1.0,0.57,5.0
22.9,64.0,903.9,0.0,85.2,0.0,0.7,3.15,5.1
31.4,72.4,898.5,1.5,77.2,0.18,0.5,1.51,7.4
60.9,134.3,897.4,2.2,86.3,0.0,0.7,1.49,13.5
15.0,46.7,896.0,2.2,78.0,0.0,0.85,5.45,0.5
39.7,105.2,898.2,1.8,63.0,0.0,0.85,4.21,4.4
29.2,43.7,898.1,1.9,85.7,0.0,1.0,4.64,2.6
10.9,57.5,898.2,1.8,89.2,0.0,0.7,3.23,5.1
73.8,136.6,897.5,2.2,91.6,1.4,0.85,4.82,18.9
55.9,109.9,900.5,0.0,80.0,0.0,0.5,3.62,10.4
37.6,80.2,897.1,2.2,86.4,0.0,1.0,5.21,2.4
66.5,147.4,893.1,2.2,86.3,0.0,0.7,1.69,13.7
70.7,83.3,894.6,2.2,65.5,0.46,0.7,3.36,10.8
43.1,59.1,889.1,2.2,65.7,0.0,1.0,3.86,3.4
63.5,147.5,905.1,0.0,62.5,0.0,0.7,2.28,7.7
41.8,65.5,900.5,0.0,71.2,0.0,0.5,4.86,7.3
39.9,117.1,893.7,2.2,76.6,0.0,0.5,5.39,11.0
33.7,76.9,895.9,2.2,94.9,0.0,0.7,2.82,5.2
